time,location,account,tipo,word
2020-04-08 20:01:00,Downtown,PaulWhale45,rescue,rescue
2020-04-08 20:01:00,Weston,GuapoVBread11,sewer,sewage
2020-04-08 20:02:00,Southton,BusyCHouse,shake,earthquake
2020-04-08 20:03:00,Weston,AttentativeIcecreamMcdonald,others,hazard
2020-04-08 20:03:00,Old Town,Claude_Bonita42,power,power
2020-04-08 20:03:00,Broadview,Thelma_AquinoBird1972,rescue,evacuate
2020-04-08 20:03:00,Cheddarford,G1954Middleton,power,nuclear
2020-04-08 20:03:00,Cheddarford,G1954Middleton,power,energy
2020-04-08 20:04:00,Terrapin Springs,KFuriousRodriguez,power,power
2020-04-08 20:04:00,Southwest,WatchesHeather_MooreHorse,sewer,sewer
2020-04-08 20:04:00,Scenic Vista,ObnoxiousSwindellCandy73,others,roads
2020-04-08 20:05:00,Northwest,FleetMLight,hospital,hospital
2020-04-08 20:05:00,Northwest,CandidBowlArmando,shake,earthquake
2020-04-08 20:05:00,Chapparal,William74Buckner,hospital,die
2020-04-08 20:05:00,Chapparal,CuriousEllenCar,power,nuclear
2020-04-08 20:05:00,East Parton,VAttentativeFugate,shake,rubble
2020-04-08 20:05:00,Southton,CandidHaroldPlate,power,powerlines
2020-04-08 20:06:00,Palace Hills,AlanOctopus1999,rescue,evacuate
2020-04-08 20:06:00,Northwest,DarkLightFletcher_Stephens,others,damage
2020-04-08 20:06:00,Northwest,DarkLightFletcher_Stephens,build,repair
2020-04-08 20:06:00,Northwest,DarkLightFletcher_Stephens,others,roads
2020-04-08 20:06:00,West Parton,RunsFrances_MeaderBird,others,problems
2020-04-08 20:06:00,West Parton,RunsFrances_MeaderBird,others,damage
2020-04-08 20:06:00,West Parton,RunsFrances_MeaderBird,build,repair
2020-04-08 20:07:00,Downtown,DavidCandidPeck,build,repair
2020-04-08 20:07:00,West Parton,LazyEHouse80,shake,rubble
2020-04-08 20:08:00,Pepper Mill,BusyCarLavalette,others,help
2020-04-08 20:08:00,Pepper Mill,BusyCarLavalette,disaster,disaster
2020-04-08 20:08:00,Weston,ObnoxiousJohnsonPlate70,power,nuclear
2020-04-08 20:08:00,Weston,ObnoxiousJohnsonPlate70,power,power
2020-04-08 20:09:00,Northwest,ThomasFamousKramer,rescue,evacuate
2020-04-08 20:09:00,Palace Hills,DarkHeatherLight,hospital,die
2020-04-08 20:09:00,Palace Hills,DarkHeatherLight,hospital,die
2020-04-08 20:09:00,Terrapin Springs,CuriousChaplinCar,disaster,disaster
2020-04-08 20:10:00,Southton,ObnoxiousSmithBanana,others,problem
2020-04-08 20:10:00,Southton,ObnoxiousSmithBanana,build,build
2020-04-08 20:10:00,Southton,ObnoxiousSmithBanana,power,nuclear
2020-04-08 20:10:00,Southton,ObnoxiousSmithBanana,power,energy
2020-04-08 20:10:00,Southton,ObnoxiousSmithBanana,power,nuclear
2020-04-08 20:10:00,Southton,ObnoxiousSmithBanana,power,energy
2020-04-08 20:10:00,Broadview,Todd_AmesBird27,others,help
2020-04-08 20:10:00,Broadview,Todd_AmesBird27,disaster,disaster
2020-04-08 20:10:00,Old Town,Miller96,others,hazard
2020-04-08 20:10:00,Southwest,LazyMCouch,rescue,rescue
2020-04-08 20:10:00,Southwest,LazyMCouch,rescue,rescue
2020-04-08 20:10:00,Southton,CuriousDaggettPlate21,others,damage
2020-04-08 20:11:00,Southton,WilliamsWhale27,rescue,rescue
2020-04-08 20:11:00,Southwest,TallCCar,power,nuclear
2020-04-08 20:11:00,Southwest,TallCCar,power,reactor
2020-04-08 20:11:00,Safe Town,FearsRobertLion,others,damage
2020-04-08 20:11:00,Safe Town,FearsRobertLion,build,repair
2020-04-08 20:12:00,Palace Hills,Ernest_Nordenstrom29,others,help
2020-04-08 20:13:00,Northwest,RobertCat2,others,help
2020-04-08 20:13:00,Weston,JosephMouse2008,others,damage
2020-04-08 20:13:00,Weston,JosephMouse2008,build,repair
2020-04-08 20:14:00,Northwest,JanetMouse1978,shake,rubble
2020-04-08 20:14:00,Broadview,SelmaLion50,hospital,hospital
2020-04-08 20:14:00,Palace Hills,SmartSIcecream15,power,power
2020-04-08 20:14:00,Southwest,HutchersonMouse1989,power,power
2020-04-08 20:15:00,Southwest,WileyCPlate,build,repair
2020-04-08 20:15:00,Downtown,CandidALight,others,hazard
2020-04-08 20:15:00,Downtown,LazyBCouch33,hospital,hospital
2020-04-08 20:15:00,Southton,RacesPamHorse,others,help
2020-04-08 20:15:00,Southton,RacesPamHorse,disaster,disaster
2020-04-08 20:15:00,Southton,McgeheeCat1976,others,emergency
2020-04-08 20:15:00,Southton,McgeheeCat1976,rescue,evacuation
2020-04-08 20:15:00,Southton,McgeheeCat1976,others,damage
2020-04-08 20:16:00,Palace Hills,RFleetMurphy,rescue,evacuate
2020-04-08 20:16:00,West Parton,RunsMicheleCat,build,repair
2020-04-08 20:17:00,Palace Hills,Winston36Andrews,build,build
2020-04-08 20:17:00,Palace Hills,Winston36Andrews,others,damage
2020-04-08 20:17:00,Palace Hills,Winston36Andrews,build,repair
2020-04-08 20:17:00,Terrapin Springs,GuapoRandallBread,others,help
2020-04-08 20:17:00,Terrapin Springs,GuapoRandallBread,disaster,disaster
2020-04-08 20:17:00,Southton,MarkLion89,hospital,hospital
2020-04-08 20:18:00,Scenic Vista,WileyCandyTami,others,help
2020-04-08 20:18:00,Scenic Vista,LazyBananaMargaret,hospital,die
2020-04-08 20:19:00,Northwest,CuriousHouseCharlotte_Labbe,others,help
2020-04-08 20:21:00,Southton,Syndicated348,shake,vibrate
2020-04-08 20:21:00,Northwest,SmartCandyHarris,rescue,evacuate
2020-04-08 20:22:00,Southwest,AlexFish45,build,repair
2020-04-08 20:22:00,Palace Hills,WoodCat1968,build,repair
2020-04-08 20:22:00,Chapparal,FowlerBear1973,build,build
2020-04-08 20:22:00,Chapparal,FowlerBear1973,others,damage
2020-04-08 20:22:00,Chapparal,FowlerBear1973,build,repair
2020-04-08 20:22:00,Southton,LovesRaganBird,others,help
2020-04-08 20:24:00,Southwest,LazyCarParrott,others,help
2020-04-08 20:24:00,Southwest,LazyCarParrott,disaster,disaster
2020-04-08 20:24:00,Broadview,BenjaminWhale23,rescue,evacuate
2020-04-08 20:24:00,Weston,FuriousCasperCouch,hospital,die
2020-04-08 20:24:00,Southton,Forrest_MooreOctopus36,power,power
2020-04-08 20:24:00,Southwest,RacesTeresa_SnyderFish,rescue,evacuate
2020-04-08 20:25:00,Downtown,FamousMIcecream1973,others,roads
2020-04-08 20:25:00,West Parton,Floyd89Turner,others,hazard
2020-04-08 20:25:00,Pepper Mill,FleetRossCouch,others,damage
2020-04-08 20:25:00,Pepper Mill,FleetRossCouch,build,repair
2020-04-08 20:25:00,Pepper Mill,FleetRossCouch,others,roads
2020-04-08 20:26:00,Southwest,AttentativeCouchAmanda,rescue,evacuate
2020-04-08 20:26:00,Weston,WatchesMichael_ObrienMouse,shake,rubble
2020-04-08 20:28:00,Southton,TallDBanana,rescue,evacuate
2020-04-08 20:29:00,Weston,DarkSpenglerBowl5,rescue,evacuate
2020-04-08 20:29:00,Northwest,FastIcecreamDupre,build,build
2020-04-08 20:30:00,Weston,DarkKBread18,shake,rubble
2020-04-08 20:31:00,West Parton,Cristina48Mcdaniel,others,victims
2020-04-08 20:31:00,Chapparal,CedricLazySingletary,others,emergency
2020-04-08 20:31:00,Chapparal,CedricLazySingletary,rescue,evacuation
2020-04-08 20:31:00,Chapparal,CedricLazySingletary,build,build
2020-04-08 20:32:00,Downtown,FastHCouch25,rescue,evacuate
2020-04-08 20:34:00,Southton,SmartKCandy,others,problems
2020-04-08 20:34:00,Southton,SmartKCandy,others,damage
2020-04-08 20:34:00,Southton,SmartKCandy,build,repair
2020-04-08 20:34:00,Southton,SmartKCandy,others,crew
2020-04-08 20:34:00,Southton,SmartKCandy,rescue,evacuate
2020-04-08 20:34:00,Scenic Vista,LovesAaron_CanalesOctopus,build,destroy
2020-04-08 20:35:00,Southwest,FuriousIcecreamAmanda,others,problems
2020-04-08 20:35:00,Southwest,FuriousIcecreamAmanda,others,damage
2020-04-08 20:35:00,Southwest,FuriousIcecreamAmanda,build,repair
2020-04-08 20:35:00,Terrapin Springs,FuriousWCouch1974,hospital,hospital
2020-04-08 20:35:00,Northwest,CleverLightRobin,shake,rubble
2020-04-08 20:35:00,Scenic Vista,WileyABanana43,rescue,evacuate
2020-04-08 20:35:00,Broadview,SusanFish1993,others,victims
2020-04-08 20:36:00,Downtown,T2007Ball,others,problems
2020-04-08 20:36:00,Downtown,T2007Ball,others,damage
2020-04-08 20:36:00,Downtown,T2007Ball,build,repair
2020-04-08 20:36:00,Broadview,AttentativeLashellBanana,shake,rubble
2020-04-08 20:36:00,Broadview,AttentativeLashellBanana,hospital,hospital
2020-04-08 20:37:00,Terrapin Springs,JoanBird2008,rescue,evacuate
2020-04-08 20:37:00,Weston,CleverBowlRichard_Miller,build,build
2020-04-08 20:37:00,Oak Willow,LovesMaryDog,hospital,hospital
2020-04-08 20:38:00,Scenic Vista,ObnoxiousCarDavid,rescue,evacuate
2020-04-08 20:38:00,Northwest,FleetMLight,others,help
2020-04-08 20:38:00,Northwest,FleetMLight,others,problems
2020-04-08 20:38:00,Northwest,FleetMLight,others,damage
2020-04-08 20:38:00,Northwest,FleetMLight,build,repair
2020-04-08 20:38:00,Southwest,Maria_Hanisch7,rescue,evacuate
2020-04-08 20:39:00,Scenic Vista,LovesValerie_HahnDog,others,problems
2020-04-08 20:39:00,Scenic Vista,LovesValerie_HahnDog,others,damage
2020-04-08 20:39:00,Scenic Vista,LovesValerie_HahnDog,build,repair
2020-04-08 20:39:00,Scenic Vista,LovesValerie_HahnDog,others,roads
2020-04-08 20:39:00,Scenic Vista,JanTallShaw,rescue,evacuate
2020-04-08 20:39:00,Southton,FuriousWilliamsPlate1953,others,sad
2020-04-08 20:39:00,Palace Hills,WileyJCouch,others,help
2020-04-08 20:40:00,Scenic Vista,DarkStellaCar,hospital,ambulance
2020-04-08 20:40:00,Scenic Vista,DarkStellaCar,build,bridge
2020-04-08 20:41:00,Southwest,Opportunities1,shake,vibrate
2020-04-08 20:41:00,Broadview,SwintonBird35,rescue,evacuate
2020-04-08 20:41:00,Easton,WileyRitaCouch,others,problems
2020-04-08 20:41:00,Easton,WileyRitaCouch,others,damage
2020-04-08 20:41:00,Easton,WileyRitaCouch,build,repair
2020-04-08 20:42:00,Southwest,FamousDPlate,build,build
2020-04-08 20:42:00,Southwest,FamousDPlate,others,problems
2020-04-08 20:42:00,Southwest,FamousDPlate,others,damage
2020-04-08 20:42:00,Southwest,FamousDPlate,build,repair
2020-04-08 20:42:00,Pepper Mill,FearsMatthewFish,others,help
2020-04-08 20:43:00,Southton,FastBCar52,hospital,death
2020-04-08 20:43:00,Palace Hills,CuriousSBread64,hospital,hospital
2020-04-08 20:43:00,Terrapin Springs,FamousSBowl,rescue,evacuate
2020-04-08 20:44:00,Broadview,Syndicated348,shake,shake
2020-04-08 20:45:00,Southton,FamousBananaJose,build,build
2020-04-08 20:46:00,Northwest,C2011Murphy,rescue,evacuate
2020-04-08 20:46:00,Southwest,FastCandyJerry,build,build
2020-04-08 20:47:00,Palace Hills,Rachel1980Mozingo,shake,rubble
2020-04-08 20:47:00,Broadview,R16Walton,rescue,evacuate
2020-04-08 20:49:00,Downtown,FearsElizabeth_CarrHorse,rescue,evacuate
2020-04-08 20:49:00,Downtown,FamousCarStephen_Mccall,others,damage
2020-04-08 20:49:00,Downtown,FamousCarStephen_Mccall,build,repair
2020-04-08 20:50:00,Old Town,Shirley_LancasterBird34,power,power
2020-04-08 20:50:00,Weston,FuriousFranklinBanana,rescue,evacuate
2020-04-08 20:51:00,Southton,GCandidTerry,rescue,evacuate
2020-04-08 20:51:00,Weston,FleetHiltonCandy1964,build,build
2020-04-08 20:51:00,Weston,FleetHiltonCandy1964,others,problems
2020-04-08 20:51:00,Weston,FleetHiltonCandy1964,others,damage
2020-04-08 20:51:00,Weston,FleetHiltonCandy1964,build,repair
2020-04-08 20:51:00,Weston,FleetHiltonCandy1964,others,crew
2020-04-08 20:51:00,Weston,FleetHiltonCandy1964,rescue,evacuate
2020-04-08 20:52:00,Southwest,Jill2012Steiner,rescue,evacuate
2020-04-08 20:52:00,Scenic Vista,Mona_ParkDog13,rescue,evacuate
2020-04-08 20:53:00,Terrapin Springs,Susan58W,shake,rubble
2020-04-08 20:54:00,Southton,AttentativeFCar,rescue,evacuate
2020-04-08 20:55:00,Old Town,CuriousElizaPlate,power,power
2020-04-08 20:56:00,Old Town,Sara1964Monaghan,build,build
2020-04-08 20:56:00,Downtown,FamousJLight,others,help
2020-04-08 20:58:00,Weston,WatchesMichael_ObrienMouse,rescue,evacuate
2020-04-08 20:58:00,East Parton,J0rdanWantsBacon,shake,vibrate
2020-04-08 20:59:00,Downtown,FearsSusanCat,rescue,evacuate
2020-04-08 21:00:00,Easton,FearsJoelOctopus,hospital,hospital
2020-04-08 21:00:00,Broadview,AttentativeCarJessica_Carpenter,build,build
2020-04-08 21:01:00,Northwest,DarkLightFletcher_Stephens,rescue,evacuate
2020-04-08 21:02:00,Palace Hills,CuriousKHouse,build,build
2020-04-08 21:02:00,Southwest,Jill2012Steiner,power,nuclear
2020-04-08 21:02:00,Southwest,Jill2012Steiner,power,power
2020-04-08 21:05:00,<Location with-held due to contract>,Irene_Powell90,build,repair
2020-04-08 21:05:00,Cheddarford,SmartIsabellaBanana,power,nuclear
2020-04-08 21:05:00,Southton,PAttentativeDoctor,power,nuclear
2020-04-08 21:05:00,Southton,PAttentativeDoctor,power,nuclear
2020-04-08 21:05:00,Southton,PAttentativeDoctor,power,nuclear
2020-04-08 21:07:00,Palace Hills,Jonathan_BrownFish89,shake,rubble
2020-04-08 21:07:00,Downtown,AttentativeBluntIcecream31,power,nuclear
2020-04-08 21:07:00,Downtown,AttentativeBluntIcecream31,power,power
2020-04-08 21:07:00,Cheddarford,Roni_Stoner56,others,sad
2020-04-08 21:08:00,Southwest,WileyCPlate,power,nuclear
2020-04-08 21:08:00,Southwest,WileyCPlate,power,power
2020-04-08 21:08:00,Easton,CuriousReyesCouch36,shake,rubble
2020-04-08 21:08:00,Scenic Vista,FastFortIcecream,power,nuclear
2020-04-08 21:09:00,Old Town,JamesDog1965,build,build
2020-04-08 21:09:00,Old Town,JamesDog1965,others,damage
2020-04-08 21:09:00,Old Town,JamesDog1965,build,repair
2020-04-08 21:09:00,Old Town,JamesDog1965,others,roads
2020-04-08 21:09:00,Southwest,FuriousMarshPlate,build,build
2020-04-08 21:10:00,Southwest,Carlos_Gordon83,power,powerlines
2020-04-08 21:10:00,Easton,SarahOctopus25,others,help
2020-04-08 21:12:00,Cheddarford,FuriousBickmoreIcecream,build,repair
2020-04-08 21:12:00,Scenic Vista,CuriousHarmonPlate2005,power,power
2020-04-08 21:13:00,Northwest,ObnoxiousDBread52,others,emergency
2020-04-08 21:13:00,Northwest,ObnoxiousDBread52,rescue,evacuation
2020-04-08 21:13:00,Cheddarford,CantonCoordon2,shake,shake
2020-04-08 21:18:00,Downtown,AttentativeBananaAlpers,build,repair
2020-04-08 21:19:00,West Parton,FleetLIcecream,build,build
2020-04-08 21:20:00,Weston,SandraCat1979,others,help
2020-04-08 21:22:00,Northwest,GuapoCBanana1966,rescue,evacuate
2020-04-08 21:23:00,Weston,TallToniHouse,rescue,evacuate
2020-04-08 21:23:00,Downtown,TCleverL,build,build
2020-04-08 21:23:00,Southton,RichardCandidD,power,nuclear
2020-04-08 21:23:00,Southton,RichardCandidD,power,power
2020-04-08 21:24:00,Weston,Christine23,others,apocalypse
2020-04-08 21:24:00,Weston,W83Chacon,others,roads
2020-04-08 21:25:00,Downtown,TaliaLion1988,power,nuclear
2020-04-08 21:25:00,Downtown,TaliaLion1988,power,power
2020-04-08 21:25:00,Downtown,TaliaLion1988,power,electric
2020-04-08 21:25:00,Downtown,TaliaLion1988,power,nuclear
2020-04-08 21:25:00,Downtown,TaliaLion1988,power,power
2020-04-08 21:26:00,Downtown,FuriousJCouch,others,help
2020-04-08 21:26:00,Scenic Vista,LazyLBanana,build,repair
2020-04-08 21:27:00,Broadview,WileyCarMoises,rescue,evacuate
2020-04-08 21:28:00,Southton,______3333_____,shake,tremble
2020-04-08 21:28:00,Weston,CantonCoordon2,shake,shake
2020-04-08 21:29:00,Weston,CuriousBananaHarper,sewer,sewer
2020-04-08 21:29:00,Old Town,BusySalibaHouse63,power,nuclear
2020-04-08 21:29:00,Old Town,BusySalibaHouse63,power,reactor
2020-04-08 21:29:00,Downtown,Lopez1953,rescue,evacuate
2020-04-08 21:30:00,<Location with-held due to contract>,Jennifer16M,others,roads
2020-04-08 21:30:00,Old Town,CleverPlateVincent,build,build
2020-04-08 21:30:00,Old Town,CleverPlateVincent,others,damage
2020-04-08 21:30:00,Terrapin Springs,RunsSybertLion,power,power
2020-04-08 21:30:00,Broadview,L1955Wells,power,power
2020-04-08 21:31:00,Old Town,DarkSIcecream,others,problems
2020-04-08 21:31:00,Old Town,DarkSIcecream,others,damage
2020-04-08 21:31:00,Old Town,DarkSIcecream,build,repair
2020-04-08 21:33:00,Southton,KingDog1974,others,roads
2020-04-08 21:33:00,Southton,KingDog1974,hospital,hospitals
2020-04-08 21:33:00,Southton,KingDog1974,hospital,hospitals
2020-04-08 21:34:00,Downtown,FamousJLight,others,roads
2020-04-08 21:36:00,West Parton,LazySharpCandy44,build,build
2020-04-08 21:36:00,West Parton,LazySharpCandy44,others,problems
2020-04-08 21:36:00,West Parton,LazySharpCandy44,others,damage
2020-04-08 21:36:00,West Parton,LazySharpCandy44,build,repair
2020-04-08 21:36:00,West Parton,LazySharpCandy44,others,crew
2020-04-08 21:36:00,West Parton,LazySharpCandy44,rescue,evacuate
2020-04-08 21:36:00,Southwest,FleetGBread,others,problems
2020-04-08 21:36:00,Southwest,FleetGBread,others,damage
2020-04-08 21:36:00,Southwest,FleetGBread,build,repair
2020-04-08 21:36:00,Southton,ObnoxiousAnnaBowl,build,build
2020-04-08 21:37:00,Southwest,Grant1953Rapp,rescue,evacuate
2020-04-08 21:37:00,Broadview,June_Forsythe53,power,power
2020-04-08 21:38:00,Old Town,Linda_Boers77,sewer,sewer
2020-04-08 21:39:00,Northwest,Syndicated4,shake,quake
2020-04-08 21:40:00,Southwest,WileyHollinHouse1969,build,build
2020-04-08 21:40:00,Southwest,WileyHollinHouse1969,others,damage
2020-04-08 21:40:00,Southwest,WileyHollinHouse1969,build,repair
2020-04-08 21:40:00,Old Town,EBusyRayner,power,power
2020-04-08 21:43:00,Scenic Vista,Karen2017T,power,power
2020-04-08 21:43:00,Old Town,Jolene28,rescue,evacuate
2020-04-08 21:43:00,West Parton,KetcherLion11,shake,quake
2020-04-08 21:44:00,Weston,FastCouchAmy_Romanowski,others,scar
2020-04-08 21:45:00,Downtown,ObnoxiousBCar,others,risk
2020-04-08 21:45:00,Southwest,Opportunities2,shake,vibrate
2020-04-08 21:46:00,Cheddarford,BusyCouchGoldstein,power,nuclear
2020-04-08 21:46:00,Cheddarford,BusyCouchGoldstein,power,power
2020-04-08 21:47:00,Southwest,Nicole1954Labranche,others,roads
2020-04-08 21:48:00,Southton,FleetBergsmaIcecream,power,nuclear
2020-04-08 21:48:00,Southton,FleetBergsmaIcecream,power,nuclear
2020-04-08 21:48:00,Southton,FleetBergsmaIcecream,power,nuclear
2020-04-08 21:48:00,Southton,FleetBergsmaIcecream,power,nuclear
2020-04-08 21:48:00,Weston,Shannon_Black1953,others,problems
2020-04-08 21:48:00,Weston,Shannon_Black1953,others,damage
2020-04-08 21:48:00,Weston,Shannon_Black1953,build,repair
2020-04-08 21:48:00,Southwest,FuriousIcecreamAmanda,build,build
2020-04-08 21:48:00,Southwest,FuriousIcecreamAmanda,others,damage
2020-04-08 21:48:00,Southton,DonaldSmartSanford,others,roads
2020-04-08 21:48:00,Cheddarford,FleetTallentCandy,power,powerlines
2020-04-08 21:49:00,Southton,CuriousMIcecream,power,nuclear
2020-04-08 21:49:00,Southton,CuriousMIcecream,power,power
2020-04-08 21:49:00,Southton,CuriousMIcecream,power,nuclear
2020-04-08 21:49:00,Southton,CuriousMIcecream,power,power
2020-04-08 21:49:00,Southwest,AttentativeJenkinsCar22,hospital,hospital
2020-04-08 21:49:00,Southwest,AttentativeJenkinsCar22,power,power
2020-04-08 21:49:00,Northwest,JacquelineTallByers,build,build
2020-04-08 21:49:00,Northwest,JacquelineTallByers,others,damage
2020-04-08 21:50:00,Downtown,FloydHorse2016,others,help
2020-04-08 21:50:00,Downtown,Johnson2008,others,sad
2020-04-08 21:50:00,Downtown,Johnson38,build,build
2020-04-08 21:50:00,Downtown,Johnson38,others,damage
2020-04-08 21:51:00,Weston,Brenda_BrownCat1985,power,power
2020-04-08 21:52:00,Southwest,FearsEarlBird,build,build
2020-04-08 21:52:00,Terrapin Springs,RunsHammondWhale,others,roads
2020-04-08 21:54:00,Southton,JoyceWhale1979,others,roads
2020-04-08 21:54:00,Southton,JoyceWhale1979,hospital,hospitals
2020-04-08 21:54:00,Southton,JoyceWhale1979,hospital,hospitals
2020-04-08 21:54:00,Cheddarford,FuriousPhyllisPlate,others,help
2020-04-08 21:54:00,Southwest,FamousAIcecream1961,others,help
2020-04-08 21:54:00,Southwest,ObnoxiousABread33,power,power
2020-04-08 21:55:00,Downtown,CandidBowlLester,hospital,hospital
2020-04-08 21:56:00,Palace Hills,JosephBusyQ,others,roads
2020-04-08 21:56:00,Palace Hills,JosephBusyQ,hospital,hospitals
2020-04-08 21:56:00,Palace Hills,JosephBusyQ,hospital,hospitals
2020-04-08 21:56:00,Weston,CaldwellLion1978,others,roads
2020-04-08 21:57:00,Downtown,Lyford54,power,nuclear
2020-04-08 21:57:00,Downtown,Lyford54,power,power
2020-04-08 21:57:00,West Parton,LazySharpCandy44,others,roads
2020-04-08 22:00:00,Southton,LazyBCouch,others,roads
2020-04-08 22:00:00,Southton,LazyBCouch,hospital,hospitals
2020-04-08 22:00:00,Southton,LazyBCouch,hospital,hospitals
2020-04-08 22:00:00,Terrapin Springs,JessBear1974,power,power
2020-04-08 22:01:00,Scenic Vista,James2001,others,roads
2020-04-08 22:01:00,Scenic Vista,James2001,hospital,hospitals
2020-04-08 22:01:00,Scenic Vista,James2001,hospital,hospitals
2020-04-08 22:02:00,Weston,WatchesTerrie_NolandDog,power,nuclear
2020-04-08 22:02:00,Weston,WatchesTerrie_NolandDog,power,power
2020-04-08 22:02:00,Weston,WatchesTerrie_NolandDog,power,nuclear
2020-04-08 22:02:00,Weston,WatchesTerrie_NolandDog,power,power
2020-04-08 22:03:00,Palace Hills,ClarenceDog2017,others,roads
2020-04-08 22:03:00,Palace Hills,ClarenceDog2017,hospital,hospitals
2020-04-08 22:03:00,Palace Hills,ClarenceDog2017,hospital,hospitals
2020-04-08 22:03:00,Palace Hills,TallGoodrichPlate1995,power,nuclear
2020-04-08 22:03:00,Palace Hills,TallGoodrichPlate1995,power,power
2020-04-08 22:03:00,Northwest,DarkSaraCouch,power,power
2020-04-08 22:04:00,Palace Hills,Klepchick1960,others,hazard
2020-04-08 22:04:00,Chapparal,ObnoxiousGCouch,others,roads
2020-04-08 22:04:00,Chapparal,ObnoxiousGCouch,hospital,hospitals
2020-04-08 22:04:00,Chapparal,ObnoxiousGCouch,hospital,hospitals
2020-04-08 22:04:00,Weston,DarkDallasIcecream,others,damage
2020-04-08 22:05:00,Southwest,BusyCCar1963,sewer,sewage
2020-04-08 22:05:00,East Parton,SeanFastC,power,power
2020-04-08 22:06:00,Northwest,Carlos_Turner70,power,powerlines
2020-04-08 22:06:00,Southton,WileyGaitherBanana,others,roads
2020-04-08 22:06:00,Southton,WileyGaitherBanana,hospital,hospitals
2020-04-08 22:06:00,Southton,WileyGaitherBanana,hospital,hospitals
2020-04-08 22:06:00,Northwest,BusyBBanana81,build,build
2020-04-08 22:06:00,Northwest,BusyBBanana81,others,damage
2020-04-08 22:06:00,Broadview,AttentativeLisaBread,hospital,hospital
2020-04-08 22:07:00,Southton,FleetBergsmaIcecream,build,build
2020-04-08 22:08:00,Weston,Brett77Duggan,hospital,ambulance
2020-04-08 22:08:00,Southwest,AttentativeBananaEboni,others,roads
2020-04-08 22:08:00,Southwest,AttentativeBananaEboni,hospital,hospitals
2020-04-08 22:08:00,Southwest,AttentativeBananaEboni,hospital,hospitals
2020-04-08 22:08:00,Old Town,WBusyThompson,hospital,die
2020-04-08 22:09:00,Palace Hills,LazyBreadMyrna,shake,rubble
2020-04-08 22:09:00,Palace Hills,LazyBreadMyrna,hospital,hospital
2020-04-08 22:09:00,Old Town,JerryCandidB,power,power
2020-04-08 22:10:00,Southton,AttentativeFCar,others,roads
2020-04-08 22:10:00,Southton,AttentativeFCar,hospital,hospitals
2020-04-08 22:10:00,Southton,AttentativeFCar,hospital,hospitals
2020-04-08 22:11:00,Northwest,LazyMLight,others,roads
2020-04-08 22:11:00,Northwest,LazyMLight,hospital,hospitals
2020-04-08 22:11:00,Northwest,LazyMLight,hospital,hospitals
2020-04-08 22:12:00,Old Town,HoldsGeorgeBear,others,damage
2020-04-08 22:13:00,Downtown,Vivian91S,power,power
2020-04-08 22:14:00,Downtown,BusyCBread32,others,roads
2020-04-08 22:14:00,Downtown,BusyCBread32,hospital,hospitals
2020-04-08 22:14:00,Downtown,BusyCBread32,hospital,hospitals
2020-04-08 22:16:00,Downtown,LovesLindaFish,others,scar
2020-04-08 22:16:00,Downtown,LovesLindaFish,others,victims
2020-04-08 22:17:00,Palace Hills,HoldsTheresaCat,power,power
2020-04-08 22:17:00,Northwest,Marianne59,others,damage
2020-04-08 22:17:00,Northwest,Marianne59,build,repair
2020-04-08 22:17:00,Old Town,CleverAmyIcecream,power,nuclear
2020-04-08 22:17:00,Old Town,CleverAmyIcecream,power,power
2020-04-08 22:17:00,Downtown,KnightLion1957,others,roads
2020-04-08 22:17:00,Downtown,KnightLion1957,hospital,hospitals
2020-04-08 22:17:00,Downtown,KnightLion1957,hospital,hospitals
2020-04-08 22:18:00,Cheddarford,RunsVinceBear,others,roads
2020-04-08 22:18:00,Cheddarford,RunsVinceBear,hospital,hospitals
2020-04-08 22:18:00,Cheddarford,RunsVinceBear,hospital,hospitals
2020-04-08 22:18:00,East Parton,Parker46P,power,power
2020-04-08 22:18:00,Southton,Shaffer2004,disaster,disaster
2020-04-08 22:18:00,Southton,Elaine81,shake,earthquakes
2020-04-08 22:18:00,Southton,Elaine81,disaster,disasters
2020-04-08 22:19:00,Downtown,CandidClaraIcecream,others,damage
2020-04-08 22:19:00,Downtown,CandidClaraIcecream,build,repair
2020-04-08 22:20:00,Scenic Vista,WatchesSusanOctopus,power,power
2020-04-08 22:23:00,Scenic Vista,ObnoxiousCarDavid,power,power
2020-04-08 22:23:00,Terrapin Springs,LovesFordDog,shake,earthquake
2020-04-08 22:25:00,Weston,DarkDallasIcecream,others,damage
2020-04-08 22:26:00,Terrapin Springs,CleverACandy,power,nuclear
2020-04-08 22:26:00,Terrapin Springs,CleverACandy,power,energy
2020-04-08 22:26:00,Terrapin Springs,CleverACandy,power,nuclear
2020-04-08 22:26:00,Terrapin Springs,CleverACandy,power,nuclear
2020-04-08 22:26:00,Terrapin Springs,CleverACandy,power,nuclear
2020-04-08 22:26:00,Palace Hills,WileyJCouch,power,power
2020-04-08 22:27:00,Broadview,TallLisaBanana,hospital,die
2020-04-08 22:29:00,Southton,C73Chappell,power,power
2020-04-08 22:29:00,Southton,C73Chappell,rescue,rescue
2020-04-08 22:29:00,Southton,C73Chappell,power,nuclear
2020-04-08 22:29:00,Southton,C73Chappell,power,power
2020-04-08 22:30:00,Safe Town,Rebecca23,others,shudder
2020-04-08 22:33:00,Weston,LovesBrownHorse,hospital,ambulance
