"location","keyword","frequency","time"
"west parton","building","0","08/04 @ 05h"
"west parton","building","0","08/04 @ 06h"
"west parton","building","1","08/04 @ 07h"
"west parton","building","0","08/04 @ 08h"
"west parton","building","0","08/04 @ 09h"
"west parton","building","2","08/04 @ 10h"
"west parton","building","0","08/04 @ 11h"
"west parton","building","1","08/04 @ 12h"
"west parton","building","2","08/04 @ 13h"
"west parton","building","3","08/04 @ 14h"
"west parton","building","7","08/04 @ 15h"
"west parton","building","6","08/04 @ 16h"
"west parton","building","2","08/04 @ 17h"
"west parton","building","3","08/04 @ 18h"
"west parton","building","4","08/04 @ 19h"
"west parton","building","1","08/04 @ 20h"
"west parton","building","3","08/04 @ 21h"
"west parton","building","0","08/04 @ 22h"
"west parton","building","1","08/04 @ 23h"
"west parton","building","4","09/04 @ 00h"
"west parton","building","3","09/04 @ 01h"
"west parton","building","3","09/04 @ 02h"
"west parton","building","0","09/04 @ 03h"
"west parton","building","0","09/04 @ 04h"
"west parton","building","2","09/04 @ 05h"
"west parton","building","0","09/04 @ 06h"
"west parton","building","0","09/04 @ 07h"
"west parton","building","4","09/04 @ 08h"
"west parton","building","1","09/04 @ 09h"
"west parton","building","3","09/04 @ 10h"
"west parton","building","3","09/04 @ 11h"
"west parton","building","0","09/04 @ 12h"
"west parton","building","1","09/04 @ 13h"
"west parton","building","5","09/04 @ 14h"
"west parton","building","1","09/04 @ 15h"
"west parton","building","0","09/04 @ 16h"
"west parton","building","0","09/04 @ 17h"
"west parton","building","0","09/04 @ 18h"
"west parton","building","2","09/04 @ 19h"
"west parton","building","0","09/04 @ 20h"
"west parton","building","0","09/04 @ 21h"
"west parton","building","0","09/04 @ 22h"
"west parton","building","0","09/04 @ 23h"
"west parton","building","0","10/04 @ 00h"
"west parton","building","0","10/04 @ 01h"
"west parton","building","0","10/04 @ 02h"
"west parton","building","0","10/04 @ 03h"
"west parton","building","1","10/04 @ 04h"
"west parton","building","0","10/04 @ 05h"
"west parton","building","0","10/04 @ 06h"
"west parton","building","2","10/04 @ 07h"
"west parton","building","1","10/04 @ 08h"
"west parton","building","0","10/04 @ 09h"
"west parton","building","1","10/04 @ 10h"
"west parton","building","1","10/04 @ 11h"
"west parton","building","0","10/04 @ 12h"
"west parton","sewer","0","06/04 @ 00h"
"west parton","sewer","0","06/04 @ 01h"
"west parton","sewer","0","06/04 @ 02h"
"west parton","sewer","0","06/04 @ 03h"
"west parton","sewer","0","06/04 @ 04h"
"west parton","sewer","0","06/04 @ 05h"
"west parton","sewer","0","06/04 @ 06h"
"west parton","sewer","0","06/04 @ 07h"
"west parton","sewer","1","06/04 @ 08h"
"west parton","sewer","0","06/04 @ 09h"
"west parton","sewer","0","06/04 @ 10h"
"west parton","sewer","0","06/04 @ 11h"
"west parton","sewer","0","06/04 @ 12h"
"west parton","sewer","0","06/04 @ 13h"
"west parton","sewer","0","06/04 @ 14h"
"west parton","sewer","0","06/04 @ 15h"
"west parton","sewer","0","06/04 @ 16h"
"west parton","sewer","0","06/04 @ 17h"
"west parton","sewer","0","06/04 @ 18h"
"west parton","sewer","0","06/04 @ 19h"
"west parton","sewer","1","06/04 @ 20h"
"west parton","sewer","0","06/04 @ 21h"
"west parton","sewer","0","06/04 @ 22h"
"west parton","sewer","0","06/04 @ 23h"
"west parton","sewer","0","07/04 @ 00h"
"west parton","sewer","0","07/04 @ 01h"
"west parton","sewer","0","07/04 @ 02h"
"west parton","sewer","0","07/04 @ 03h"
"west parton","sewer","0","07/04 @ 04h"
"west parton","sewer","0","07/04 @ 05h"
"west parton","sewer","0","07/04 @ 06h"
"west parton","sewer","0","07/04 @ 07h"
"west parton","sewer","0","07/04 @ 08h"
"west parton","sewer","0","07/04 @ 09h"
"west parton","sewer","0","07/04 @ 10h"
"west parton","sewer","0","07/04 @ 11h"
"west parton","sewer","0","07/04 @ 12h"
"west parton","sewer","0","07/04 @ 13h"
"west parton","sewer","0","07/04 @ 14h"
"west parton","sewer","0","07/04 @ 15h"
"west parton","sewer","0","07/04 @ 16h"
"west parton","sewer","2","07/04 @ 17h"
"west parton","sewer","1","07/04 @ 18h"
"west parton","sewer","0","07/04 @ 19h"
"west parton","sewer","0","07/04 @ 20h"
"west parton","sewer","0","07/04 @ 21h"
"west parton","sewer","0","07/04 @ 22h"
"west parton","sewer","0","07/04 @ 23h"
"west parton","sewer","0","08/04 @ 00h"
"west parton","sewer","0","08/04 @ 01h"
"west parton","sewer","0","08/04 @ 02h"
"west parton","sewer","0","08/04 @ 03h"
"west parton","sewer","0","08/04 @ 04h"
"west parton","sewer","0","08/04 @ 05h"
"west parton","sewer","0","08/04 @ 06h"
"west parton","sewer","1","08/04 @ 07h"
"west parton","sewer","1","08/04 @ 08h"
"west parton","sewer","5","08/04 @ 09h"
"west parton","sewer","7","08/04 @ 10h"
"west parton","sewer","0","08/04 @ 11h"
"west parton","sewer","0","08/04 @ 12h"
"west parton","sewer","19","08/04 @ 13h"
"west parton","sewer","10","08/04 @ 14h"
"west parton","sewer","3","08/04 @ 15h"
"west parton","sewer","2","08/04 @ 16h"
"west parton","sewer","3","08/04 @ 17h"
"west parton","sewer","0","08/04 @ 18h"
"west parton","sewer","3","08/04 @ 19h"
"west parton","sewer","0","08/04 @ 20h"
"west parton","sewer","0","08/04 @ 21h"
"west parton","sewer","0","08/04 @ 22h"
"west parton","sewer","0","08/04 @ 23h"
"west parton","sewer","2","09/04 @ 00h"
"west parton","sewer","1","09/04 @ 01h"
"west parton","sewer","1","09/04 @ 02h"
"west parton","sewer","1","09/04 @ 03h"
"west parton","sewer","0","09/04 @ 04h"
"west parton","sewer","0","09/04 @ 05h"
"west parton","sewer","0","09/04 @ 06h"
"west parton","sewer","1","09/04 @ 07h"
"west parton","sewer","2","09/04 @ 08h"
"west parton","sewer","0","09/04 @ 09h"
"west parton","sewer","0","09/04 @ 10h"
"west parton","sewer","1","09/04 @ 11h"
"west parton","sewer","0","09/04 @ 12h"
"west parton","sewer","2","09/04 @ 13h"
"west parton","sewer","1","09/04 @ 14h"
"west parton","sewer","2","09/04 @ 15h"
"west parton","sewer","0","09/04 @ 16h"
"west parton","sewer","0","09/04 @ 17h"
"west parton","sewer","0","09/04 @ 18h"
"west parton","sewer","0","09/04 @ 19h"
"west parton","sewer","0","09/04 @ 20h"
"west parton","sewer","0","09/04 @ 21h"
"west parton","sewer","0","09/04 @ 22h"
"west parton","sewer","0","09/04 @ 23h"
"west parton","sewer","1","10/04 @ 00h"
"west parton","sewer","0","10/04 @ 01h"
"west parton","sewer","1","10/04 @ 02h"
"west parton","sewer","0","10/04 @ 03h"
"west parton","sewer","2","10/04 @ 04h"
"west parton","sewer","0","10/04 @ 05h"
"west parton","sewer","0","10/04 @ 06h"
"west parton","sewer","3","10/04 @ 07h"
"west parton","sewer","0","10/04 @ 08h"
"west parton","sewer","1","10/04 @ 09h"
"west parton","sewer","0","10/04 @ 10h"
"west parton","sewer","2","10/04 @ 11h"
"west parton","sewer","0","10/04 @ 12h"
"west parton","rain","0","06/04 @ 00h"
"west parton","rain","0","06/04 @ 01h"
"west parton","rain","0","06/04 @ 02h"
"west parton","rain","0","06/04 @ 03h"
"west parton","rain","0","06/04 @ 04h"
"west parton","rain","0","06/04 @ 05h"
"west parton","rain","0","06/04 @ 06h"
"west parton","rain","0","06/04 @ 07h"
"west parton","rain","0","06/04 @ 08h"
"west parton","rain","0","06/04 @ 09h"
"west parton","rain","0","06/04 @ 10h"
"west parton","rain","0","06/04 @ 11h"
"west parton","rain","0","06/04 @ 12h"
"west parton","rain","0","06/04 @ 13h"
"west parton","rain","0","06/04 @ 14h"
"west parton","rain","0","06/04 @ 15h"
"west parton","rain","0","06/04 @ 16h"
"west parton","rain","2","06/04 @ 17h"
"west parton","rain","1","06/04 @ 18h"
"west parton","rain","0","06/04 @ 19h"
"west parton","rain","0","06/04 @ 20h"
"west parton","rain","0","06/04 @ 21h"
"west parton","rain","0","06/04 @ 22h"
"west parton","rain","0","06/04 @ 23h"
"west parton","rain","0","07/04 @ 00h"
"west parton","rain","0","07/04 @ 01h"
"west parton","rain","0","07/04 @ 02h"
"west parton","rain","0","07/04 @ 03h"
"west parton","rain","0","07/04 @ 04h"
"west parton","rain","0","07/04 @ 05h"
"west parton","rain","0","07/04 @ 06h"
"west parton","rain","0","07/04 @ 07h"
"west parton","rain","0","07/04 @ 08h"
"west parton","rain","0","07/04 @ 09h"
"west parton","rain","0","07/04 @ 10h"
"west parton","rain","0","07/04 @ 11h"
"west parton","rain","0","07/04 @ 12h"
"west parton","rain","0","07/04 @ 13h"
"west parton","rain","0","07/04 @ 14h"
"west parton","rain","0","07/04 @ 15h"
"west parton","rain","0","07/04 @ 16h"
"west parton","rain","0","07/04 @ 17h"
"west parton","rain","0","07/04 @ 18h"
"west parton","rain","0","07/04 @ 19h"
"west parton","rain","0","07/04 @ 20h"
"west parton","rain","0","07/04 @ 21h"
"west parton","rain","0","07/04 @ 22h"
"west parton","rain","0","07/04 @ 23h"
"west parton","rain","0","08/04 @ 00h"
"west parton","rain","0","08/04 @ 01h"
"west parton","rain","0","08/04 @ 02h"
"west parton","rain","0","08/04 @ 03h"
"west parton","rain","0","08/04 @ 04h"
"west parton","rain","0","08/04 @ 05h"
"west parton","rain","0","08/04 @ 06h"
"west parton","rain","0","08/04 @ 07h"
"west parton","rain","0","08/04 @ 08h"
"west parton","rain","0","08/04 @ 09h"
"west parton","rain","0","08/04 @ 10h"
"west parton","rain","0","08/04 @ 11h"
"west parton","rain","0","08/04 @ 12h"
"west parton","rain","0","08/04 @ 13h"
"west parton","rain","2","08/04 @ 14h"
"west parton","rain","0","08/04 @ 15h"
"west parton","rain","0","08/04 @ 16h"
"west parton","rain","0","08/04 @ 17h"
"west parton","rain","0","08/04 @ 18h"
"west parton","rain","5","08/04 @ 19h"
"west parton","rain","0","08/04 @ 20h"
"west parton","rain","0","08/04 @ 21h"
"west parton","rain","1","08/04 @ 22h"
"west parton","rain","2","08/04 @ 23h"
"west parton","rain","0","09/04 @ 00h"
"west parton","rain","0","09/04 @ 01h"
"west parton","rain","0","09/04 @ 02h"
"west parton","rain","0","09/04 @ 03h"
"west parton","rain","0","09/04 @ 04h"
"west parton","rain","0","09/04 @ 05h"
"west parton","rain","0","09/04 @ 06h"
"west parton","rain","1","09/04 @ 07h"
"west parton","rain","0","09/04 @ 08h"
"west parton","rain","0","09/04 @ 09h"
"west parton","rain","1","09/04 @ 10h"
"west parton","rain","0","09/04 @ 11h"
"west parton","rain","1","09/04 @ 12h"
"west parton","rain","0","09/04 @ 13h"
"west parton","rain","0","09/04 @ 14h"
"west parton","rain","0","09/04 @ 15h"
"west parton","rain","0","09/04 @ 16h"
"west parton","rain","1","09/04 @ 17h"
"west parton","rain","0","09/04 @ 18h"
"west parton","rain","0","09/04 @ 19h"
"west parton","rain","0","09/04 @ 20h"
"west parton","rain","0","09/04 @ 21h"
"west parton","rain","0","09/04 @ 22h"
"west parton","rain","0","09/04 @ 23h"
"west parton","rain","0","10/04 @ 00h"
"west parton","rain","2","10/04 @ 01h"
"west parton","rain","2","10/04 @ 02h"
"west parton","rain","0","10/04 @ 03h"
"west parton","rain","2","10/04 @ 04h"
"west parton","rain","0","10/04 @ 05h"
"west parton","rain","1","10/04 @ 06h"
"west parton","rain","0","10/04 @ 07h"
"west parton","rain","0","10/04 @ 08h"
"west parton","rain","1","10/04 @ 09h"
"west parton","rain","1","10/04 @ 10h"
"west parton","rain","0","10/04 @ 11h"
"west parton","rain","0","10/04 @ 12h"
"west parton","tsunami","0","06/04 @ 00h"
"west parton","tsunami","0","06/04 @ 01h"
"west parton","tsunami","0","06/04 @ 02h"
"west parton","tsunami","0","06/04 @ 03h"
"west parton","tsunami","0","06/04 @ 04h"
"west parton","tsunami","0","06/04 @ 05h"
"west parton","tsunami","0","06/04 @ 06h"
"west parton","tsunami","0","06/04 @ 07h"
"west parton","tsunami","0","06/04 @ 08h"
"west parton","tsunami","0","06/04 @ 09h"
"west parton","tsunami","0","06/04 @ 10h"
"west parton","tsunami","0","06/04 @ 11h"
"west parton","tsunami","0","06/04 @ 12h"
"west parton","tsunami","0","06/04 @ 13h"
"west parton","tsunami","0","06/04 @ 14h"
"west parton","tsunami","0","06/04 @ 15h"
"west parton","tsunami","0","06/04 @ 16h"
"west parton","tsunami","0","06/04 @ 17h"
"west parton","tsunami","0","06/04 @ 18h"
"west parton","tsunami","0","06/04 @ 19h"
"west parton","tsunami","0","06/04 @ 20h"
"west parton","tsunami","0","06/04 @ 21h"
"west parton","tsunami","0","06/04 @ 22h"
"west parton","tsunami","0","06/04 @ 23h"
"west parton","tsunami","0","07/04 @ 00h"
"west parton","tsunami","0","07/04 @ 01h"
"west parton","tsunami","0","07/04 @ 02h"
"west parton","tsunami","0","07/04 @ 03h"
"west parton","tsunami","0","07/04 @ 04h"
"west parton","tsunami","0","07/04 @ 05h"
"west parton","tsunami","0","07/04 @ 06h"
"west parton","tsunami","0","07/04 @ 07h"
"west parton","tsunami","0","07/04 @ 08h"
"west parton","tsunami","0","07/04 @ 09h"
"west parton","tsunami","0","07/04 @ 10h"
"west parton","tsunami","0","07/04 @ 11h"
"west parton","tsunami","0","07/04 @ 12h"
"west parton","tsunami","0","07/04 @ 13h"
"west parton","tsunami","0","07/04 @ 14h"
"west parton","tsunami","0","07/04 @ 15h"
"west parton","tsunami","0","07/04 @ 16h"
"west parton","tsunami","0","07/04 @ 17h"
"west parton","tsunami","0","07/04 @ 18h"
"west parton","tsunami","0","07/04 @ 19h"
"west parton","tsunami","0","07/04 @ 20h"
"west parton","tsunami","0","07/04 @ 21h"
"west parton","tsunami","0","07/04 @ 22h"
"west parton","tsunami","0","07/04 @ 23h"
"west parton","tsunami","0","08/04 @ 00h"
"west parton","tsunami","0","08/04 @ 01h"
"west parton","tsunami","0","08/04 @ 02h"
"west parton","tsunami","0","08/04 @ 03h"
"west parton","tsunami","0","08/04 @ 04h"
"west parton","tsunami","0","08/04 @ 05h"
"west parton","tsunami","0","08/04 @ 06h"
"west parton","tsunami","0","08/04 @ 07h"
"west parton","tsunami","2","08/04 @ 08h"
"west parton","tsunami","2","08/04 @ 09h"
"west parton","tsunami","0","08/04 @ 10h"
"west parton","tsunami","0","08/04 @ 11h"
"west parton","tsunami","0","08/04 @ 12h"
"west parton","tsunami","0","08/04 @ 13h"
"west parton","tsunami","0","08/04 @ 14h"
"west parton","tsunami","0","08/04 @ 15h"
"west parton","tsunami","0","08/04 @ 16h"
"west parton","tsunami","0","08/04 @ 17h"
"west parton","tsunami","0","08/04 @ 18h"
"west parton","tsunami","0","08/04 @ 19h"
"west parton","tsunami","1","08/04 @ 20h"
"west parton","tsunami","0","08/04 @ 21h"
"west parton","tsunami","0","08/04 @ 22h"
"west parton","tsunami","0","08/04 @ 23h"
"west parton","tsunami","0","09/04 @ 00h"
"west parton","tsunami","0","09/04 @ 01h"
"west parton","tsunami","0","09/04 @ 02h"
"west parton","tsunami","0","09/04 @ 03h"
"west parton","tsunami","0","09/04 @ 04h"
"west parton","tsunami","0","09/04 @ 05h"
"west parton","tsunami","0","09/04 @ 06h"
"west parton","tsunami","0","09/04 @ 07h"
"west parton","tsunami","0","09/04 @ 08h"
"west parton","tsunami","1","09/04 @ 09h"
"west parton","tsunami","0","09/04 @ 10h"
"west parton","tsunami","0","09/04 @ 11h"
"west parton","tsunami","0","09/04 @ 12h"
"west parton","tsunami","0","09/04 @ 13h"
"west parton","tsunami","0","09/04 @ 14h"
"west parton","tsunami","0","09/04 @ 15h"
"west parton","tsunami","0","09/04 @ 16h"
"west parton","tsunami","0","09/04 @ 17h"
"west parton","tsunami","0","09/04 @ 18h"
"west parton","tsunami","0","09/04 @ 19h"
"west parton","tsunami","0","09/04 @ 20h"
"west parton","tsunami","0","09/04 @ 21h"
"west parton","tsunami","0","09/04 @ 22h"
"west parton","tsunami","0","09/04 @ 23h"
"west parton","tsunami","0","10/04 @ 00h"
"west parton","tsunami","0","10/04 @ 01h"
"west parton","tsunami","0","10/04 @ 02h"
"west parton","tsunami","0","10/04 @ 03h"
"west parton","tsunami","0","10/04 @ 04h"
"west parton","tsunami","0","10/04 @ 05h"
"west parton","tsunami","0","10/04 @ 06h"
"west parton","tsunami","0","10/04 @ 07h"
"west parton","tsunami","0","10/04 @ 08h"
"west parton","tsunami","0","10/04 @ 09h"
"west parton","tsunami","0","10/04 @ 10h"
"west parton","tsunami","0","10/04 @ 11h"
"west parton","tsunami","0","10/04 @ 12h"
"east parton","earthquake","0","06/04 @ 00h"
"east parton","earthquake","0","06/04 @ 01h"
"east parton","earthquake","0","06/04 @ 02h"
"east parton","earthquake","0","06/04 @ 03h"
"east parton","earthquake","0","06/04 @ 04h"
"east parton","earthquake","0","06/04 @ 05h"
"east parton","earthquake","0","06/04 @ 06h"
"east parton","earthquake","0","06/04 @ 07h"
"east parton","earthquake","0","06/04 @ 08h"
"east parton","earthquake","0","06/04 @ 09h"
"east parton","earthquake","0","06/04 @ 10h"
"east parton","earthquake","0","06/04 @ 11h"
"east parton","earthquake","0","06/04 @ 12h"
"east parton","earthquake","0","06/04 @ 13h"
"east parton","earthquake","4","06/04 @ 14h"
"east parton","earthquake","2","06/04 @ 15h"
"east parton","earthquake","0","06/04 @ 16h"
"east parton","earthquake","0","06/04 @ 17h"
"east parton","earthquake","0","06/04 @ 18h"
"east parton","earthquake","1","06/04 @ 19h"
"east parton","earthquake","0","06/04 @ 20h"
"east parton","earthquake","0","06/04 @ 21h"
"east parton","earthquake","0","06/04 @ 22h"
"east parton","earthquake","0","06/04 @ 23h"
"east parton","earthquake","0","07/04 @ 00h"
"east parton","earthquake","0","07/04 @ 01h"
"east parton","earthquake","0","07/04 @ 02h"
"east parton","earthquake","0","07/04 @ 03h"
"east parton","earthquake","0","07/04 @ 04h"
"east parton","earthquake","0","07/04 @ 05h"
"east parton","earthquake","0","07/04 @ 06h"
"east parton","earthquake","0","07/04 @ 07h"
"east parton","earthquake","0","07/04 @ 08h"
"east parton","earthquake","0","07/04 @ 09h"
"east parton","earthquake","0","07/04 @ 10h"
"east parton","earthquake","0","07/04 @ 11h"
"east parton","earthquake","1","07/04 @ 12h"
"east parton","earthquake","0","07/04 @ 13h"
"east parton","earthquake","0","07/04 @ 14h"
"east parton","earthquake","0","07/04 @ 15h"
"east parton","earthquake","0","07/04 @ 16h"
"east parton","earthquake","0","07/04 @ 17h"
"east parton","earthquake","0","07/04 @ 18h"
"east parton","earthquake","0","07/04 @ 19h"
"east parton","earthquake","0","07/04 @ 20h"
"east parton","earthquake","0","07/04 @ 21h"
"east parton","earthquake","0","07/04 @ 22h"
"east parton","earthquake","0","07/04 @ 23h"
"east parton","earthquake","1","08/04 @ 00h"
"east parton","earthquake","0","08/04 @ 01h"
"east parton","earthquake","0","08/04 @ 02h"
"east parton","earthquake","0","08/04 @ 03h"
"east parton","earthquake","0","08/04 @ 04h"
"east parton","earthquake","0","08/04 @ 05h"
"east parton","earthquake","0","08/04 @ 06h"
"east parton","earthquake","0","08/04 @ 07h"
"east parton","earthquake","0","08/04 @ 08h"
"east parton","earthquake","3","08/04 @ 09h"
"east parton","earthquake","0","08/04 @ 10h"
"east parton","earthquake","0","08/04 @ 11h"
"east parton","earthquake","0","08/04 @ 12h"
"east parton","earthquake","1","08/04 @ 13h"
"east parton","earthquake","3","08/04 @ 14h"
"east parton","earthquake","0","08/04 @ 15h"
"east parton","earthquake","0","08/04 @ 16h"
"east parton","earthquake","2","08/04 @ 17h"
"east parton","earthquake","1","08/04 @ 18h"
"east parton","earthquake","0","08/04 @ 19h"
"east parton","earthquake","0","08/04 @ 20h"
"east parton","earthquake","0","08/04 @ 21h"
"east parton","earthquake","0","08/04 @ 22h"
"east parton","earthquake","0","08/04 @ 23h"
"east parton","earthquake","2","09/04 @ 00h"
"east parton","earthquake","0","09/04 @ 01h"
"east parton","earthquake","0","09/04 @ 02h"
"east parton","earthquake","0","09/04 @ 03h"
"east parton","earthquake","0","09/04 @ 04h"
"east parton","earthquake","0","09/04 @ 05h"
"east parton","earthquake","0","09/04 @ 06h"
"east parton","earthquake","0","09/04 @ 07h"
"east parton","earthquake","0","09/04 @ 08h"
"east parton","earthquake","0","09/04 @ 09h"
"east parton","earthquake","1","09/04 @ 10h"
"east parton","earthquake","0","09/04 @ 11h"
"east parton","earthquake","1","09/04 @ 12h"
"east parton","earthquake","0","09/04 @ 13h"
"east parton","earthquake","0","09/04 @ 14h"
"east parton","earthquake","12","09/04 @ 15h"
"east parton","earthquake","2","09/04 @ 16h"
"east parton","earthquake","0","09/04 @ 17h"
"east parton","earthquake","1","09/04 @ 18h"
"east parton","earthquake","1","09/04 @ 19h"
"east parton","earthquake","0","09/04 @ 20h"
"east parton","earthquake","0","09/04 @ 21h"
"east parton","earthquake","0","09/04 @ 22h"
"east parton","earthquake","0","09/04 @ 23h"
"east parton","earthquake","0","10/04 @ 00h"
"east parton","earthquake","0","10/04 @ 01h"
"east parton","earthquake","0","10/04 @ 02h"
"east parton","earthquake","0","10/04 @ 03h"
"east parton","earthquake","0","10/04 @ 04h"
"east parton","earthquake","3","10/04 @ 05h"
"east parton","earthquake","0","10/04 @ 06h"
"east parton","earthquake","1","10/04 @ 07h"
"east parton","earthquake","0","10/04 @ 08h"
"east parton","earthquake","0","10/04 @ 09h"
"east parton","earthquake","1","10/04 @ 10h"
"east parton","earthquake","1","10/04 @ 11h"
"east parton","earthquake","0","10/04 @ 12h"
"east parton","power","0","06/04 @ 00h"
"east parton","power","0","06/04 @ 01h"
"east parton","power","0","06/04 @ 02h"
"east parton","power","0","06/04 @ 03h"
"east parton","power","0","06/04 @ 04h"
"east parton","power","0","06/04 @ 05h"
"east parton","power","0","06/04 @ 06h"
"east parton","power","0","06/04 @ 07h"
"east parton","power","0","06/04 @ 08h"
"east parton","power","2","06/04 @ 09h"
"east parton","power","8","06/04 @ 10h"
"east parton","power","0","06/04 @ 11h"
"east parton","power","0","06/04 @ 12h"
"east parton","power","0","06/04 @ 13h"
"east parton","power","1","06/04 @ 14h"
"east parton","power","0","06/04 @ 15h"
"east parton","power","1","06/04 @ 16h"
"east parton","power","2","06/04 @ 17h"
"east parton","power","0","06/04 @ 18h"
"east parton","power","0","06/04 @ 19h"
"east parton","power","8","06/04 @ 20h"
"east parton","power","0","06/04 @ 21h"
"east parton","power","0","06/04 @ 22h"
"east parton","power","0","06/04 @ 23h"
"east parton","power","0","07/04 @ 00h"
"east parton","power","0","07/04 @ 01h"
"east parton","power","0","07/04 @ 02h"
"east parton","power","0","07/04 @ 03h"
"east parton","power","0","07/04 @ 04h"
"east parton","power","0","07/04 @ 05h"
"east parton","power","0","07/04 @ 06h"
"east parton","power","0","07/04 @ 07h"
"east parton","power","0","07/04 @ 08h"
"east parton","power","0","07/04 @ 09h"
"east parton","power","0","07/04 @ 10h"
"east parton","power","0","07/04 @ 11h"
"east parton","power","0","07/04 @ 12h"
"east parton","power","0","07/04 @ 13h"
"east parton","power","0","07/04 @ 14h"
"east parton","power","0","07/04 @ 15h"
"east parton","power","0","07/04 @ 16h"
"east parton","power","0","07/04 @ 17h"
"east parton","power","2","07/04 @ 18h"
"east parton","power","0","07/04 @ 19h"
"east parton","power","8","07/04 @ 20h"
"east parton","power","0","07/04 @ 21h"
"east parton","power","0","07/04 @ 22h"
"east parton","power","0","07/04 @ 23h"
"east parton","power","0","08/04 @ 00h"
"east parton","power","0","08/04 @ 01h"
"east parton","power","0","08/04 @ 02h"
"east parton","power","0","08/04 @ 03h"
"east parton","power","0","08/04 @ 04h"
"east parton","power","0","08/04 @ 05h"
"east parton","power","0","08/04 @ 06h"
"east parton","power","0","08/04 @ 07h"
"east parton","power","0","08/04 @ 08h"
"east parton","power","0","08/04 @ 09h"
"east parton","power","0","08/04 @ 10h"
"east parton","power","2","08/04 @ 11h"
"east parton","power","2","08/04 @ 12h"
"east parton","power","0","08/04 @ 13h"
"east parton","power","8","08/04 @ 14h"
"east parton","power","1","08/04 @ 15h"
"east parton","power","5","08/04 @ 16h"
"east parton","power","6","08/04 @ 17h"
"east parton","power","1","08/04 @ 18h"
"east parton","power","3","08/04 @ 19h"
"east parton","power","0","08/04 @ 20h"
"east parton","power","0","08/04 @ 21h"
"east parton","power","2","08/04 @ 22h"
"east parton","power","3","08/04 @ 23h"
"east parton","power","0","09/04 @ 00h"
"east parton","power","5","09/04 @ 01h"
"east parton","power","1","09/04 @ 02h"
"east parton","power","1","09/04 @ 03h"
"east parton","power","0","09/04 @ 04h"
"east parton","power","0","09/04 @ 05h"
"east parton","power","0","09/04 @ 06h"
"east parton","power","0","09/04 @ 07h"
"east parton","power","0","09/04 @ 08h"
"east parton","power","8","09/04 @ 09h"
"east parton","power","1","09/04 @ 10h"
"east parton","power","15","09/04 @ 11h"
"east parton","power","1","09/04 @ 12h"
"east parton","power","1","09/04 @ 13h"
"east parton","power","1","09/04 @ 14h"
"east parton","power","0","09/04 @ 15h"
"east parton","power","0","09/04 @ 16h"
"east parton","power","0","09/04 @ 17h"
"east parton","power","0","09/04 @ 18h"
"east parton","power","0","09/04 @ 19h"
"east parton","power","0","09/04 @ 20h"
"east parton","power","0","09/04 @ 21h"
"east parton","power","0","09/04 @ 22h"
"east parton","power","6","09/04 @ 23h"
"east parton","power","1","10/04 @ 00h"
"east parton","power","3","10/04 @ 01h"
"east parton","power","0","10/04 @ 02h"
"east parton","power","0","10/04 @ 03h"
"east parton","power","0","10/04 @ 04h"
"east parton","power","4","10/04 @ 05h"
"east parton","power","0","10/04 @ 06h"
"east parton","power","2","10/04 @ 07h"
"east parton","power","0","10/04 @ 08h"
"east parton","power","0","10/04 @ 09h"
"east parton","power","0","10/04 @ 10h"
"east parton","power","3","10/04 @ 11h"
"east parton","power","0","10/04 @ 12h"
"east parton","road","0","06/04 @ 00h"
"east parton","road","0","06/04 @ 01h"
"east parton","road","0","06/04 @ 02h"
"east parton","road","0","06/04 @ 03h"
"east parton","road","0","06/04 @ 04h"
"east parton","road","0","06/04 @ 05h"
"east parton","road","0","06/04 @ 06h"
"east parton","road","0","06/04 @ 07h"
"east parton","road","0","06/04 @ 08h"
"east parton","road","0","06/04 @ 09h"
"east parton","road","0","06/04 @ 10h"
"east parton","road","0","06/04 @ 11h"
"east parton","road","0","06/04 @ 12h"
"east parton","road","0","06/04 @ 13h"
"east parton","road","0","06/04 @ 14h"
"east parton","road","0","06/04 @ 15h"
"east parton","road","0","06/04 @ 16h"
"east parton","road","0","06/04 @ 17h"
"east parton","road","0","06/04 @ 18h"
"east parton","road","0","06/04 @ 19h"
"east parton","road","0","06/04 @ 20h"
"east parton","road","0","06/04 @ 21h"
"east parton","road","0","06/04 @ 22h"
"east parton","road","0","06/04 @ 23h"
"east parton","road","0","07/04 @ 00h"
"east parton","road","0","07/04 @ 01h"
"east parton","road","0","07/04 @ 02h"
"east parton","road","0","07/04 @ 03h"
"east parton","road","0","07/04 @ 04h"
"east parton","road","0","07/04 @ 05h"
"east parton","road","0","07/04 @ 06h"
"east parton","road","0","07/04 @ 07h"
"east parton","road","0","07/04 @ 08h"
"east parton","road","0","07/04 @ 09h"
"east parton","road","0","07/04 @ 10h"
"east parton","road","0","07/04 @ 11h"
"east parton","road","0","07/04 @ 12h"
"east parton","road","0","07/04 @ 13h"
"east parton","road","0","07/04 @ 14h"
"east parton","road","0","07/04 @ 15h"
"east parton","road","0","07/04 @ 16h"
"east parton","road","0","07/04 @ 17h"
"east parton","road","0","07/04 @ 18h"
"east parton","road","0","07/04 @ 19h"
"east parton","road","0","07/04 @ 20h"
"east parton","road","0","07/04 @ 21h"
"east parton","road","0","07/04 @ 22h"
"east parton","road","0","07/04 @ 23h"
"east parton","road","0","08/04 @ 00h"
