"time","location","account","message"
"2020-04-09 06:35:00","downtown","ceravolowhale1992","re: can treat break foot there stuff everywhere everywhere need hospital doctor"
"2020-04-09 06:35:00","old town","oldtownblues","get out here caravan make bridge already form from old town park @gluedtothetoob"
"2020-04-09 06:35:00","wilson forest","furiousicecreamanisa_gates","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:35:00","west parton","ifionlyhadatrain","yes make bridge open not favorite but"
"2020-04-09 06:35:00","palace hills","happyness","nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:35:00","cheddarford","dereknolan","change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 06:36:00","old town","billy2by2","make now favorite bridge"
"2020-04-09 06:36:00","downtown","fleetmeghanbanana","see lot water the street and cloud the sky not good"
"2020-04-09 06:36:00","safe town","dfuriousd","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:37:00","palace hills","happyness","when wa out west now that where the real earthquake hit even live through didn get scratch you all be weak"
"2020-04-09 06:37:00","safe town","fieldengineerphillipcarter","make bridge finally open"
"2020-04-09 06:38:00","terrapin springs","fasthelencouch","something closure remain effect due hazard tree fall tree and debris anything something between case studies: something someone something something someone structural integrity something failure: inspection damage defect test repair"
"2020-04-09 06:38:00","southwest","racesjack_sayerslion","anything something between case studies: something someone something something something someone something something someone structural integrity something failure: inspection damage defect test repair"
"2020-04-09 06:40:00","downtown","clevermbread","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:41:00","downtown","leslie_cruzdog87","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:42:00","safe town","obnoxiousvlight","something they someone now the scene the accident who wa the owner the sea the call gully and nuclear reactor fuel rod be very different creature"
"2020-04-09 06:42:00","northwest","fleetrcouch","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:42:00","downtown","joseph2005tant","re: can treat break foot there stuff everywhere everywhere need hospital doctor"
"2020-04-09 06:43:00","scenic vista","russell1988","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:43:00","downtown","attentativejohncar","re: change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 06:44:00","terrapin springs","helen_newburybear64","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:44:00","west parton","robertwhale11","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:45:00","palace hills","quintondog1966","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:46:00","downtown","rivera1995","re: get out here caravan make bridge already form from old town park @gluedtothetoob"
"2020-04-09 06:47:00","southton","lovesscottwhale","re: yes make bridge open not favorite but"
"2020-04-09 06:47:00","southwest","clevercandyhugh_vernon","they could serve with just the perfect cry the menu wa great and work fine power via someone car wall outlet"
"2020-04-09 06:47:00","safe town","attentativeshouse","re: change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 06:47:00","old town","lazyplatemelissa_weiss","line be down power out great"
"2020-04-09 06:48:00","old town","racesnorberto_martinbear","re: husband hear from their child that the city evacuation"
"2020-04-09 06:48:00","palace hills","furiouslcouch","re: can treat break foot there stuff everywhere everywhere need hospital doctor"
"2020-04-09 06:48:00","southwest","attentativebreadwendy","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:48:00","scenic vista","johnbusypepin","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:49:00","terrapin springs","obnoxiousjonesbread95","re: make bridge finally open"
"2020-04-09 06:49:00","northwest","guapoacar","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:49:00","northwest","loveselainebird","the pastor wa not the scene the sea the call gully and nuclear reactor fuel rod be very different creature @robertsbear94"
"2020-04-09 06:50:00","safe town","a1958michel","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:51:00","southton","famousbananaleo","re: can treat break foot there stuff everywhere everywhere need hospital doctor"
"2020-04-09 06:51:00","southwest","lisafleetsherman","re: make bridge finally open"
"2020-04-09 06:51:00","southton","lovesscottwhale","re: change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 06:51:00","downtown","wileykylecandy","re: when wa out west now that where the real earthquake hit even live through didn get scratch you all be weak"
"2020-04-09 06:52:00","northwest","caracuriousr","re: change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 06:52:00","downtown","fleeteplate","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:52:00","palace hills","pwileyhall","minister challenge utility nuclear energy but concern about nuclear energy: and"
"2020-04-09 06:52:00","weston","racesjoan_murphyoctopus","re: husband hear from their child that the city evacuation"
"2020-04-09 06:53:00","weston","fastkbowl","re: husband hear from their child that the city evacuation"
"2020-04-09 06:53:00","weston","clevericecreampatricia","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 06:53:00","northwest","smartbowlsmith","re: when wa out west now that where the real earthquake hit even live through didn get scratch you all be weak"
"2020-04-09 06:53:00","southton","lovesshavonne_howardfish","flood and they someone now the scene the accident who wa the owner the collapse fewer line"
"2020-04-09 06:54:00","southwest","antonio66f","re: make bridge finally open"
"2020-04-09 06:55:00","southwest","attentativeplatedeluna","re: when wa out west now that where the real earthquake hit even live through didn get scratch you all be weak"
"2020-04-09 06:55:00","downtown","obnoxiousshouse","re: make now favorite bridge"
"2020-04-09 06:55:00","terrapin springs","janebusyh","re: make bridge finally open"
"2020-04-09 06:56:00","terrapin springs","sarah_bradleywhale89","re: can treat break foot there stuff everywhere everywhere need hospital doctor"
"2020-04-09 06:56:00","chapparal","wileytheodoraicecream","re: yes make bridge open not favorite but"
"2020-04-09 06:57:00","downtown","jclevermorrison","large sinkhole swallow entire pond someone structural integrity anything failure: problem inspection damage defect test repair they bind approach anyone anyone user download the pp for more information"
"2020-04-09 06:57:00","southwest","darksbowl","re: make bridge finally open"
"2020-04-09 06:57:00","west parton","fearschristine_fleisherbird","how you can help the anything the anything the anything the anything the anything something someone anyone remark she #himarkwonder"
"2020-04-09 06:57:00","southton","tracycleverj","firefighter anything she she anything from she they near anyone involve overturn vehicle anyone use alternate road"
"2020-04-09 06:57:00","old town","kelleedarkpitts","re: can treat break foot there stuff everywhere everywhere need hospital doctor"
"2020-04-09 06:58:00","weston","runscontosbird","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 06:58:00","southton","shawn63modlin","re: yes make bridge open not favorite but"
"2020-04-09 06:59:00","safe town","wileyjanetcandy","re: make bridge finally open"
"2020-04-09 06:59:00","southton","clevercbanana","re: get out here caravan make bridge already form from old town park @gluedtothetoob"
"2020-04-09 06:59:00","downtown","paulfleetburd","something closure remain effect due hazard tree fall tree and debris anything something between case studies: something someone something something someone anyone anyone anything they"
"2020-04-09 06:59:00","downtown","johnson38","re: change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 06:59:00","easton","famouszplate1993","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 07:00:00","weston","jane_delunabear82","how you can help the anything the anything the anything the anything the anything the anything something someone"
"2020-04-09 07:00:00","<location with-held due to contract>","tallplatepaige","city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:00:00","broadview","furiousslight","re: husband hear from their child that the city evacuation"
"2020-04-09 07:00:00","southton","guapododdsbowl","our deed be the she this they anyone anything tree down house someone structural integrity something failure: inspection damage defect test repair they"
"2020-04-09 07:02:00","southwest","edward1989","re: husband hear from their child that the city evacuation"
"2020-04-09 07:02:00","northwest","darkhousewhite","someone not they around nuclear power supper and they via"
"2020-04-09 07:03:00","oak willow","lazygbowl","re: yes make bridge open not favorite but"
"2020-04-09 07:03:00","west parton","lazybbowl1988","know interpretation questintepretationon intepretationnterpretatintepretationon but thintepretations interpretation sintepretationgn the accintepretationdent who wa the owner the accintepretationdent who wa the owner the unintepretationts interpretation damage not sure intepretationnjurintepretationes"
"2020-04-09 07:03:00","safe town","jeff_mitchellfish2001","re: make now favorite bridge"
"2020-04-09 07:04:00","west parton","famouslicecream","anything something between case studies: something someone something something someone anyone remove ^"
"2020-04-09 07:04:00","scenic vista","guadalupedog2018","re: make now favorite bridge"
"2020-04-09 07:05:00","weston","herbertbusym","re: change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 07:05:00","southton","obnoxiousicecreamann","anything anyone someone low bridge area polytechnic college road and drain clear programme"
"2020-04-09 07:05:00","terrapin springs","weeden1958","another entity force close she result the accident who wa the owner the apocalypse call"
"2020-04-09 07:05:00","terrapin springs","fleetspeercouch","ha open mind nuclear power plant #hateplantwonder"
"2020-04-09 07:06:00","downtown","william26boyd","re: yes make bridge open not favorite but"
"2020-04-09 07:06:00","terrapin springs","curiousjimesonicecream","expel be not sure the anyone they someone they she for now death the planet and all our country"
"2020-04-09 07:08:00","weston","obnoxiousricecream","re: yes make bridge open not favorite but"
"2020-04-09 07:08:00","downtown","rfamousfenstermacher","the pastor wa not the scene the sea the call gully and nuclear reactor fuel rod be very different creature"
"2020-04-09 07:08:00","old town","margaretfastf","re: change mind the earth chemical wa underground bomb the broadcast be face the rest our nation ha be take over dont know yet but prepare lose your country"
"2020-04-09 07:08:00","west parton","wileybananacharles","two reservoir upstream discharge large volume water will improve until least 214 people start the foul smell black detritus around them"
"2020-04-09 07:09:00","chapparal","lazygozacar27","re: husband hear from their child that the city evacuation"
"2020-04-09 07:09:00","weston","beverlysmartc","volunteer need participate someone structural integrity anything failure: problem inspection damage defect test repair they near anyone involve overturn vehicle anyone use alternate road"
"2020-04-09 07:10:00","oak willow","racesmarydog","re: get out here caravan make bridge already form from old town park @gluedtothetoob"
"2020-04-09 07:10:00","west parton","cleverplatesteinke","re: yes make bridge open not favorite but"
"2020-04-09 07:11:00","weston","runsdarlenecat","the bone noise conceal amaze which very handy and ha very good reaction and plenty humorous part"
"2020-04-09 07:12:00","scenic vista","darkstellacar","re: husband hear from their child that the city evacuation"
"2020-04-09 07:12:00","cheddarford","fleetcouchtolbert","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 07:12:00","southwest","darkprattisplate","road be either flood crumble piece"
"2020-04-09 07:13:00","safe town","sharon_brancocat13","re: husband hear from their child that the city evacuation"
"2020-04-09 07:14:00","terrapin springs","attentativekbowl","re: husband hear from their child that the city evacuation"
"2020-04-09 07:15:00","southton","watchesjeffreycat","dont get our power still out and didn even get hit that hard @watchesjeffreycat"
"2020-04-09 07:16:00","southwest","clevericecreamgreene","the bike lane the only lane that wasn damage north"
"2020-04-09 07:16:00","weston","earlene30s","the point the rotate feature very helpful"
"2020-04-09 07:16:00","scenic vista","furioushouseavery","also not mistake sit right next nuclear reactor fuel rod be very different creature"
"2020-04-09 07:17:00","northwest","darkbowlbarbara","re: get out here caravan make bridge already form from old town park @gluedtothetoob"
"2020-04-09 07:17:00","southwest","lguapogray","re: make now favorite bridge"
"2020-04-09 07:18:00","broadview","beverly12b","look for black brown merrier who respond city she get scar run out the yard please help #greatmitzywonder"
"2020-04-09 07:18:00","cheddarford","darkhudspethcar1967","re: husband hear from their child that the city evacuation"
"2020-04-09 07:19:00","old town","j1960barnes","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 07:19:00","weston","doris1976","re: husband hear from their child that the city evacuation"
"2020-04-09 07:21:00","southton","curiousschrambowl","re: husband hear from their child that the city evacuation"
"2020-04-09 07:22:00","old town","candidescobarbowl2016","contraction upgranytyingding bridgesies eanytyingrthquanytyingke stanytyingndanytyingrds anytyingnything how manytyingny hanytyingve anything planytyingn"
"2020-04-09 07:22:00","southton","candidblendenplate","re: husband hear from their child that the city evacuation"
"2020-04-09 07:23:00","southwest","talldekanycandy","the temporary animal shelter the restaurant power out"
"2020-04-09 07:23:00","southton","charles2000","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:23:00","southton","cleverscotticecream","re: make bridge open but limit one lane each @curiousplateangela direction for now"
"2020-04-09 07:24:00","east parton","lyda_nyedog41","re: yes make bridge open not favorite but"
"2020-04-09 07:24:00","cheddarford","fearstheodorelion","re: make now favorite bridge"
"2020-04-09 07:25:00","west parton","johntallbrennan","re: nobody die just little shake you gun don know what real earthquake feel like"
"2020-04-09 07:25:00","southton","acuriouswurzbacher","they powerlines bus line: they bind approach anyone anyone anything they something something and anyone"
"2020-04-09 07:25:00","broadview","kimberlyfleetwillis","re: husband hear from their child that the city evacuation"
"2020-04-09 07:26:00","southwest","talldekanycandy","re: husband hear from their child that the city evacuation"
"2020-04-09 07:26:00","safe town","runscaleboctopus","they anything process nuclear waste and need for water run the plant #makesitplant"
"2020-04-09 07:26:00","scenic vista","fastforticecream","the pharmacy the elementary school power out"
"2020-04-09 07:27:00","scenic vista","fastadamcandy","another entity force close she result the accident who wa the owner the apocalypse call"
"2020-04-09 07:28:00","old town","lovesorvillebird","frank and be wander still long road ahead"
"2020-04-09 07:29:00","southwest","darkccandy10","re: husband hear from their child that the city evacuation"
"2020-04-09 07:29:00","southwest","bridgettallb","re: get out here caravan make bridge already form from old town park @gluedtothetoob"
"2020-04-09 07:30:00","chapparal","fleethughesplate","someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:31:00","southton","watchescristhorse","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:32:00","weston","fearsglazemouse","re: husband hear from their child that the city evacuation"
"2020-04-09 07:33:00","broadview","benjaminwhale23","re: dont get our power still out and didn even get hit that hard @watchesjeffreycat"
"2020-04-09 07:33:00","terrapin springs","wendell_walker2012","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:34:00","northwest","busybbanana81","re: husband hear from their child that the city evacuation"
"2020-04-09 07:34:00","oak willow","curiousjbread","assessment mission government authority be conduct identify new drill site contractor wa engage drill boreholes and where necessary truck water"
"2020-04-09 07:35:00","oak willow","attentativeicecreammichelle","scar live they bind approach anyone anyone user download the anyone pp for more information"
"2020-04-09 07:35:00","weston","candidlightjarrod","keep see the power trunk drive but nothing seem change be they out test drive"
"2020-04-09 07:35:00","downtown","johnson2008","re: two reservoir upstream discharge large volume water will improve until least 214 people start the foul smell black detritus around them"
"2020-04-09 07:36:00","weston","della_farnsworthdog1964","re: dont get our power still out and didn even get hit that hard @watchesjeffreycat"
"2020-04-09 07:37:00","southton","christopher_bednarczykdog53","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:38:00","chapparal","chad_barronmouse1962","the pastor wa not the scene the apocalypse call"
"2020-04-09 07:38:00","southton","charlotte1957","senate collect between pipe gross"
"2020-04-09 07:39:00","scenic vista","famousgplate46","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:39:00","downtown","wileykylecandy","re: dont get our power still out and didn even get hit that hard @watchesjeffreycat"
"2020-04-09 07:39:00","downtown","fleetkbanana","how you can help the anything the anything something something something someone something something and anyone"
"2020-04-09 07:39:00","southton","evelynhorse29","re: two reservoir upstream discharge large volume water will improve until least 214 people start the foul smell black detritus around them"
"2020-04-09 07:40:00","southwest","lazyglovercar1987","the character be interest and you want something healthy but not lack quantity flavor #hatebutwonder"
"2020-04-09 07:40:00","southton","famoussoriaplate26","can know how always sad know life suck #greatcantwonder"
"2020-04-09 07:40:00","west parton","famousgainsbowl","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:41:00","broadview","james_martinez2012","re: husband hear from their child that the city evacuation"
"2020-04-09 07:42:00","downtown","curiouswhitedicecream1959","re: husband hear from their child that the city evacuation"
"2020-04-09 07:43:00","northwest","holdsshirley_jacksonwhale","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:43:00","northwest","holdsbettywhale","re: husband hear from their child that the city evacuation"
"2020-04-09 07:44:00","weston","brooke78","roll sandunes the gentle tap the accident who wa the owner the sea the call gully and nuclear reactor"
"2020-04-09 07:44:00","weston","obnoxiousbananaburke","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:44:00","downtown","dianne29dalbec","re: dont get our power still out and didn even get hit that hard @watchesjeffreycat"
"2020-04-09 07:45:00","southwest","fleetbbowl1990","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:45:00","west parton","obnoxiouswhitsonbread14","anything something between case studies: something someone something something and anyone"
"2020-04-09 07:45:00","southwest","fleetbbowl","another entity force close she result the sea the call gully and nuclear reactor fuel rod be very different creature"
"2020-04-09 07:45:00","scenic vista","tallsaleadocouch","volunteer need participate someone structural integrity anything failure: problem inspection damage defect test repair they bind approach anyone remove ^"
"2020-04-09 07:46:00","weston","runscontosbird","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:47:00","scenic vista","tarango63","re: two reservoir upstream discharge large volume water will improve until least 214 people start the foul smell black detritus around them"
"2020-04-09 07:47:00","chapparal","furiouskimbowl","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:48:00","southton","charlene91g","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:48:00","oak willow","kryst1985","re: husband hear from their child that the city evacuation"
"2020-04-09 07:48:00","scenic vista","attentativedlight6","percent favor gradual reduction nuclear power safe that these be deny alternate group ultimate something"
"2020-04-09 07:49:00","downtown","guaposbanana70","they dancer sad go pink someone tonight sleep"
"2020-04-09 07:49:00","west parton","busychouse45","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:49:00","scenic vista","stewartwhale2003","re: husband hear from their child that the city evacuation"
"2020-04-09 07:49:00","downtown","guaposbanana70","re: dont get our power still out and didn even get hit that hard @watchesjeffreycat"
"2020-04-09 07:50:00","downtown","fleetmeghanbanana","the pastor wa not the ambulance the hospital"
"2020-04-09 07:51:00","palace hills","billingsdog21","flood and they someone now the ambulance the scene"
"2020-04-09 07:52:00","chapparal","obnoxiouscouchklein","re: husband hear from their child that the city evacuation"
"2020-04-09 07:52:00","weston","curiousjbread","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:53:00","weston","smartjlight","re: city etc press conference electrical power ha be restore approximately % the city internet service also restore most the city have see other disaster the cell system pretty resident our biggest challenge too many people use the internet especially around rescue scene stop overlook the net stop unload photo and video use only for essential communication for now"
"2020-04-09 07:53:00","southwest","philipwileyparker","how you can help the anything the anything the anything the anything something something and anyone"
"2020-04-09 07:53:00","scenic vista","herschelcat94","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:54:00","west parton","fastlightwilliam","first accident when this predict earthquake go amidst the"
"2020-04-09 07:54:00","cheddarford","lazypcouch1986","re: husband hear from their child that the city evacuation"
"2020-04-09 07:55:00","old town","famoustcandy","someone say that three woman die be take disinfect well and test water source and water resource"
"2020-04-09 07:56:00","downtown","phillip_mason86","re: two reservoir upstream discharge large volume water will improve until least 214 people start the foul smell black detritus around them"
"2020-04-09 07:56:00","safe town","smartsanchezcouch2008","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:56:00","weston","holdsthomas_mercermouse","order protect people from various government sector improve environmental sanitation and personal hygienic through health education and health situation which four key hygienic promotion message will subject cyclical drought"
"2020-04-09 07:57:00","southton","smartlcouch1950","say male cycle strike near they something something someone anyone anyone user download the anyone pp for more information"
"2020-04-09 07:57:00","northwest","yvette_luchtlion95","re: husband hear from their child that the city evacuation"
"2020-04-09 07:58:00","weston","smartjamescar","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:58:00","weston","wilkins1976","for overcome least some good ha come from the quaker"
"2020-04-09 07:59:00","southwest","wileyjamescouch","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 07:59:00","southton","tallwbanana16",":neck there meltdown the wind will carry all the way boil water"
"2020-04-09 08:00:00","downtown","kraktv","it be town hour how and where should the city prioritize repair what fair"
"2020-04-09 08:00:00","safe town","fearsrobertlion","ha open mind nuclear energy when do correctly but this plant wa build nuclear energy papa from the public be scar shortness"
"2020-04-09 08:00:00","oak willow","lovesdaviddog","run official be worry about food shortage not just here but across the nation mcdonagh food ha several warehouse which supply grocer store throughout the city well several supermarket chain across the region need those road and bridge open can move supply say spokesperson"
"2020-04-09 08:00:00","safe town","christopher71","which due someone but now even more sad the pineapple mustard but with crutch milk top"
"2020-04-09 08:00:00","southton","lfamousmason","she emergency evacuation happen now the ambulance the hospital"
"2020-04-09 08:00:00","southwest","nattentativerobinson","long shift select"
"2020-04-09 08:00:00","<location with-held due to contract>","furiousplatejean_lanier","run : remark chief police ask everyone help with the traffic congestion be too busy post officer every intervention direct traffic close street everyone need patient and work together until department transportation can get the street clear and traffic signal back online and remember clear ruble away from sidewalk front your build"
"2020-04-09 08:00:00","<location with-held due to contract>","larry_leetbear12","bend nail construction here for you our crew from neighbor state will help you rebuild @lovesdaviddog"
"2020-04-09 08:00:00","oak willow","zeke","work for mcdonagh food our supply trunk can get from the warehouse the grocer store and our supply ha be cut off due the bridge be close need get these road clear and bridge open"
"2020-04-09 08:00:00","cheddarford","lovesmarybear","¢ city grow vulnerability increase due nearly bridge collapse"
"2020-04-09 08:01:00","northwest","famousjcar","work out power plant and off homeward"
"2020-04-09 08:01:00","northwest","josefuriousc","re: husband hear from their child that the city evacuation"
"2020-04-09 08:02:00","weston","fearsglazemouse","work out power plant and off the house"
"2020-04-09 08:02:00","downtown","bessoctopus2011","work out power plant and off the bar"
"2020-04-09 08:02:00","northwest","wileyrandallicecream","know question interpretation but this sign the build just collapse she everyone"
"2020-04-09 08:04:00","scenic vista","chloejohnson","much le the collapse build @alwayssafepowercompany be too long"
"2020-04-09 08:04:00","safe town","fieldengineerphillipcarter","people need water food and electricity #ftwandwaste"
"2020-04-09 08:04:00","downtown","tvhostbrad","the government need prioritize food and water"
"2020-04-09 08:04:00","broadview","shirley_johnson1969","twelve hour the power plant here more than home anymore #hateimwaste"
"2020-04-09 08:04:00","cheddarford","dereknolan","doe anyone want escape will you rot this senate pit for the rest eternity"
"2020-04-09 08:04:00","downtown","tvhostbrad","people be rush the one lane open make bridge see traffic it future"
"2020-04-09 08:05:00","southwest","candidrbread72","how you can help the anything something something someone they remark"
"2020-04-09 08:05:00","southton","bernard32gonzalez","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 08:05:00","weston","lepardmouse28","work out power plant and off sandwich queen"
"2020-04-09 08:06:00","terrapin springs","cleveracandy","the pastor wa not the scene the build just collapse she everyone #seneca"
"2020-04-09 08:06:00","southwest","obnoxiouscplate1993","work out power plant and off the house"
"2020-04-09 08:06:00","terrapin springs","wileypcandy6","twelve hour the power plant here more than home anymore #makesitimwonder"
"2020-04-09 08:06:00","downtown","edith76p","the entire audience applause the something @lazycandyschultz"
"2020-04-09 08:07:00","weston","racesjoan_murphyoctopus","re: it be town hour how and where should the city prioritize repair what fair"
"2020-04-09 08:07:00","chapparal","chemistryteacherrichardnelson","the biggest earthquake ever record wa magnitude which occur 1923 tenth"
"2020-04-09 08:07:00","southwest","watchesrobertsonbird","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 08:07:00","broadview","l1955wells","anyone anything they something anyone and something they landslide victim deny assistance again"
"2020-04-09 08:08:00","weston","joneswhale21","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 08:08:00","chapparal","chemistryteacherrichardnelson","bet you be the only one earth who know about that earthquake"
"2020-04-09 08:09:00","broadview","wileycarmoises","how you can help the anything something someone anyone remark she"
"2020-04-09 08:09:00","downtown","m46kennedy","another entity force close she result the unit damage not sure injury"
"2020-04-09 08:09:00","scenic vista","clevernplate89","re: husband hear from their child that the city evacuation"
"2020-04-09 08:09:00","safe town","alwayssafepowercompany","@chloejohnson hear you and be the street action hand out free water bottle and meal customer support agent will with you contact you directly about any external concern but rest assure be work efficiently and effectively #alwayssafe"
"2020-04-09 08:09:00","old town","candidconcettahouse","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 08:09:00","scenic vista","chloejohnson","think sthiknarthikning think smell here don think thiknhink senate power be gethiknthikning fix soon :angry:"
"2020-04-09 08:09:00","downtown","tvhostbrad","price be go and there not help from the government for people need food and water"
"2020-04-09 08:10:00","palace hills","lovescarrozzalion","re: bend nail construction here for you our crew from neighbor state will help you rebuild @lovesdaviddog"
"2020-04-09 08:10:00","southwest","smartlarsonbowl1953","work out power plant and off sandwich queen"
"2020-04-09 08:10:00","terrapin springs","sunnyday","@hammond don konwnow can get bacon make bridge but get try"
"2020-04-09 08:10:00","scenic vista","chloejohnson","@alwayssafepowercompany well don see you here"
"2020-04-09 08:10:00","chapparal","attentativemicecream","say male cycle strike near they something something someone structural integrity anything failure: problem inspection damage defect test repair they bind approach anyone anyone anything they something finally able get around anyone you god"
"2020-04-09 08:11:00","southton","famousicecreamkirgan","re: someone something something someone structural integrity anything failure: problem inspection damage defect test repair they crew have evacuate passenger who be"
"2020-04-09 08:11:00","cheddarford","johnwhale98","say male cycle strike near they something anyone and something they someone now the scene the sea the call gully and nuclear reactor fuel rod be very different creature"
"2020-04-09 08:11:00","downtown","holdsbowmanhorse","re: doe anyone want escape will you rot this senate pit for the rest eternity"
"2020-04-09 08:11:00","chapparal","chemistryteacherrichardnelson","and be estimate that earthquake magnitude would split the earth two wonder how you survive"
"2020-04-09 08:11:00","old town","oldtownblues","somehow the collapse build look even worse the morning light"
"2020-04-09 08:12:00","easton","leosmartt","re: doe anyone want escape will you rot this senate pit for the rest eternity"
